n1	t	n2
main verte 1	Métonymie	main verte 2
narines 1	Extension	narine 2
nez I.a	Extension	nez I.b
nez I.a	Métonymie	nez II
nez I.a	Métonymie	nez III.1
nez I.a	Métonymie	nez III.2
nez I.a	Métonymie	nez III.3
nez I.a	Métaphore	nez IV
nez I.a	Métaphore	nez V
nez III.1	Métaphore	nez VI
nuage I	Métaphore	nuage II.1
nuage I	Métaphore	nuage II.2
nuage I	Métaphore	nuage II.3
nuage I	Métaphore	nuage II.4
nuage I	Métaphore	nuages III.1
nuage I	Métaphore	nuage III.2
reine I.a	Extension	reine I.b
reine I.a	Métaphore	reine II
ressembler I.1	Spécialisation	ressembler I.2a
ressembler I.2a	Extension	ressembler I.2b
ressembler I.1	Métaphore	ressembler II
tête I.1a	Extension	tête I.1b
tête I.1b	Métonymie	tête I.2
tête I.1a	Métonymie	tête I.3
tête I.1a	Métonymie	tête I.4a
tête I.1a	Métonymie	tête I.4b
tête I.1a	Métonymie	tête I.5a
tête I.5a	Métonymie	tête I.5b
tête I.5a	Métonymie	tête I.6a
tête I.6a	Métonymie	tête I.6b
tête I.1a	Métonymie	tête I.7a
tête I.1b	Métonymie	tête I.7b
tête I.1a	Métonymie	tête I.8
tête I.1a	Métaphore	tête II.1a
tête II.1a	Extension	tête II.1b
tête II.1a	Spécialisation	tête II.1c
tête I.1a	Métonymie	tête II.2
tête I.5a	Métaphore	tête II.3
tête I.1a	Métaphore	tête II.4
tête I.1a	Métaphore	tête III
tête I.1a	Métaphore	tête IV.1
tête IV.1	Extension	tête IV.2
tête I.1a	Métonymie	tête V
tête I.1a	Métaphore	tête VI
vent I.1	Extension	vent I.2
vent I.2	Métaphore	vent II
nage III.1	Extension	nage III.2
vent I.1	Métaphore	vent III.1
vent I.1	Métaphore	vent III.2
analogie a	Spécialisation	analogie b
analogie a	Extension	analogie c
analogue Adj a	Extension	analogue Adj b
analogue N a	Extension	analogue N b
analogue N a	Extension	analogue N c
antennes I	Métaphore	antenne II.1
antenne II.1	Métonymie	antenne II.2
antenne II.2	Métonymie	antenne II.3
antenne II.1	Métaphore	antennes III.1
antennes III.1	Extension	antenne III.2a
antenne III.2a	Spécialisation	antenne III.2b
averse II.1	Métaphore	averse II.2
averse I	Métaphore	averse II.1
cheveu I.1	Métonymie	cheveux I.2a
cheveu I.1	Métonymie	cheveu I.2b
cheveu I.1	Métaphore	cheveu II
découper I	Métaphore	découper II
corporel I.1	Métaphore	corporel II
collier I	Métaphore	collier II.1
collier I	Métaphore	collier II.2
parure I	Métaphore	parure II
corporel I.1	Extension	corporel I.2
défenseuse I	Métaphore	défenseuse II.2
défenseuse I	Métaphore	défenseuse II.1
causer 2 1	Extension	causer 2 2
intimité II.1	Extension	intimité II.2
intimité I	Métaphore	intimité II.1
intime Adj II.2	Extension	intime Adj II.3
intime Adj I.1	Métaphore	intime Adj II.1
mise I	Métaphore	mise III
parieuse 1	Extension	parieuse 2
parieur 1	Extension	parieur 2
améthyste a	Métonymie	améthyste b
émeraude a	Métonymie	émeraude b
rubis I.a	Métonymie	rubis I.b
rubis I.a	Métonymie	rubis II.a
dent 1 I.a	Extension	dent 1 I.b
dent 1 I.a	Métaphore	dents 1 II.1
dents 1 II.1	Spécialisation	dents 1 II.2a
dents 1 II.2a	Spécialisation	dent 1 II.2b
dents 1 II.1	Extension	dent 1 II.3a
dent 1 II.3a	Extension	dent 1 II.3b
dent 1 I.a	Métaphore	dent 1 II.4
turquoise a	Métonymie	turquoise b
éclair 1 I.1	Métaphore	éclair 1 I.2
éclair 1 I.2	Métaphore	éclair 1 II.1
éclair 1 II.1	Extension	éclair 1 II.2
éclair 1 I.1	Métaphore	éclair 1 III
fesses I.a	Extension	fesses I.b
fesses I.a	Métonymie	fesses II.1
fesses I.a	Métaphore	fesse II.2
fesses I.a	Métaphore	fesse III
gorge I.1	Extension	gorge I.2
gorge I.1	Métonymie	gorge II
gorge I.2	Métaphore	gorge III.1
gorge I.2	Métaphore	gorge III.2
gorge I.2	Résultat	gorge IV
pierre précieuse a	Métonymie	pierre précieuse b
saphir a	Métonymie	saphir b
jambes I.1	Extension	jambes I.2a
jambes I.2a	Métonymie	jambe I.2b
jambes I.1	Métonymie	jambes II
jambes I.1	Métaphore	jambe III
boucher N I.1	Extension	boucher N I.2
briller I.1	Extension	briller I.2
briller I.1	Métaphore	briller II
briller I.1	Métaphore	briller III
scintiller I.1	Extension	scintiller I.2
muscle I.1a	Spécialisation	muscles I.1b
muscle I.1a	Spécialisation	muscle I.2
muscles I.1b	Métaphore	muscles II.1
muscles II.1	Extension	muscle II.2
orage I	Métaphore	orage II
oreilles I.1a	Extension	oreilles I.1b
oreilles I.1b	Spécialisation	oreilles I.2
oreilles I.1a	Spécialisation	oreilles I.3
oreilles I.3	Métonymie	oreille I.4
oreilles I.3	Métonymie	oreille I.5
oreilles I.1a	Métonymie	oreilles II.1
oreilles I.1a	Métaphore	oreille II.2
oreilles I.1a	Métaphore	oreilles II.3
oreilles I.1a	Métaphore	oreilles II.4
oreilles I.3	Métaphore	oreille II.5
oreilles I.3	Métonymie	oreille III.1a
oreille III.1a	Extension	oreilles III.1b
oreille III.1a	Spécialisation	oreilles III.2
grand-mère I	Métaphore	grand-mère II
mamie I	Métaphore	mamie II
papi I	Métaphore	papi II
pépère I	Métaphore	pépère II
index II.1	Extension	index II.2
pluie I	Métaphore	pluie II.1a
pluie I	Métaphore	pluie II.2
parents N 1a	Extension	parents N 1b
parents N 1a	Extension	parent N 2
ancien N I	Codérivation	ancien N II.1
laver I.1	Extension	laver I.2
laver I.1	Extension	laver I.3
poitrine 1a	Extension	poitrine 1b
poitrine 1b	Métonymie	poitrine 2
poitrine 1a	Extension	poitrine 3
poitrine 1a	Spécialisation	poitrine 4
ressemblance 1	Spécialisation	ressemblance 2
soigné I	Métonymie	soigné II
déverser I	Spécialisation	déverser II
hygiénique 1	Extension	hygiénique 2
laver II	Métaphore	laver IV
laver I.1	Métaphore	laver V.1
laver I.1	Métaphore	laver VI
colline I	Métaphore	colline II
laver V.1	Métonymie	laver V.2
crime I.a	Spécialisation	crime I.b
crime I.a	Métonymie	crime II
crime I.a	Métaphore	crime III
diffuser I.1	Métaphore	diffuser II
diffuser I.1	Métaphore	diffuser III.1
diffuser I.1	Extension	diffuser III.2
fils I	Métaphore	fils III
verser V.1	Métaphore	verser V.2
verser I	Métaphore	verser II
verser I	Métaphore	verser III
verser II	Métaphore	verser IV
verser I	Métaphore	verser V.1
ici I.a	Extension	ici I.b
ici I.b	Métaphore	ici II.1
là II.1	Métonymie	là II.2
là III.1	Extension	là III.2
là I.1a	Métaphore	là II.1
là I.1a	Métaphore	là III.1
tempête I.1	Extension	tempête I.2
tempête I.1	Métaphore	tempête II.1
tempête II.1	Extension	tempête II.2
tempête II.2	Extension	tempête II.3
thorax a	Extension	thorax b
tonnerre I	Métaphore	tonnerre II.1
tonnerre II.1	Extension	tonnerre II.2
tornade I	Métaphore	tornade II
tornade I	Métaphore	tornade III.1
tornade I	Métaphore	tornade V
tornade III.1	Extension	tornade III.2
tornade I	Métaphore	tornade IV
aile I.1a	Spécialisation	aile I.1b
aile I.1a	Extension	aile I.2
là I.1b	Métonymie	là I.2
laver I.1	Extension	laver II
éveil I.1	Métaphore	éveil II.1a
éveil I.1	Métonymie	éveil I.2
éveil II.1a	Extension	éveil II.1b
éveil II.1a	Extension	éveil II.1c
éveil I.1	Métaphore	éveil II.2
mère 1 I.1a	Extension	mère 1 I.2
mère 1 I.1a	Métaphore	mère 1 III.1
train 1 I	Métaphore	train 1 II.1
train 1 II.1	Extension	train 1 II.2
train 1 I	Métaphore	train 1 IV
aile I.1a	Métaphore	aile II.1
aile I.1a	Métaphore	aile II.2
aile I.1a	Métaphore	aile III.3
aile I.1a	Métaphore	aile III.1
aile III.4a	Extension	aile III.4b
aile I.1a	Métaphore	aile III.4a
aile I.1a	Métaphore	aile III.2
chimie I.1	Métonymie	chimie II
aile I.1a	Métaphore	aile V
aile I.1a	Métaphore	aile VI
omnibus I	Métaphore	omnibus II
express II	Métonymie	express III
express I	Métaphore	express II
chargement I	Métonymie	chargement II
fret I	Métonymie	fret II
air 1 I	Métonymie	air 1 II.1
air 1 II.1	Extension	air 1 II.2
air 3 1	Extension	air 3 2
auriculaire Adj 1 1	Métonymie	auriculaire Adj 1 2
charcutier N I.1	Extension	charcutier N I.2
charcutier N I.1	Métaphore	charcutier N II
bouchère 1	Extension	bouchère 2
babine 1	Extension	babines 2
boucherie I	Métonymie	boucherie II
boucherie I	Métaphore	boucherie III
boucherie I	Métaphore	boucherie IV
barbe I.1	Extension	barbe I.2
ici II.1	Extension	ici II.2
boucher-charcutier 1	Extension	boucher-charcutier 2
barbe I.2	Extension	barbes I.3
barbe I.1	Métaphore	barbe II.1
barbe I.1	Métaphore	barbes II.2
barbe I.1	Métaphore	barbe III.1
barbe III.1	Extension	barbe III.2
barbouze I	Métonymie	barbouze II
de plain-pied I	Métaphore	de plain-pied II
profondément I	Métaphore	profondément II
profond Adj I.1	Extension	profond Adj I.2
gare N 1	Extension	gare N 2
cristal I.1	Métaphore	cristal II.1
rails I.1	Métonymie	rail II
tricher I	Métaphore	tricher II
barbu Adj I.1	Extension	barbu Adj I.2
barbu Adj I.1	Métaphore	barbu Adj II
barbu N I.1	Spécialisation	barbu N I.2
bec I.1	Extension	bec I.2
bec I.1	Métaphore	bec II
bec I.1	Métaphore	bec III.1
bec III.1	Extension	bec III.2
bec III.2	Extension	bec III.3
bec I.1	Métaphore	bec IV
loin I	Métaphore	loin III.1
loin I	Métaphore	loin III.2
transiter I	Métaphore	transiter II
bosse I.1	Extension	bosse I.2
bosse I.2	Spécialisation	bosse I.3
bosse I.1	Métaphore	bosse II.1a
bosse II.1a	Spécialisation	bosse II.1b
bosse I.1	Métaphore	bosse II.3
bosse II.1a	Extension	bosse II.2
bosse I.1	Métaphore	bosse III
bosse I.1	Métaphore	bosse III
bosse I.2	Métaphore	bosse IV
bouche I.1a	Métonymie	bouche I.1b
bouche I.1b	Extension	bouche I.1c
bouche I.1b	Métaphore	bouche III.1
bouche I.1b	Métaphore	bouche III.1
bouche III.1	Spécialisation	bouche III.2
bouche I.1b	Métaphore	bouche IV
bouche I.1a	Métaphore	bouche V.1
bouche I.1a	Métaphore	bouche V.2
bouche I.1a	Métaphore	bouche II
vague Adj I	Métaphore	vague Adj II.1
lointain Adj I	Métaphore	lointain Adj II
lointain Adj I	Métaphore	lointain Adj III
proche Adj I	Métaphore	proche Adj II.1
dormir I.1a	Extension	dormir I.2
dormir I.1a	Extension	dormir I.3
se montrer I	Métaphore	se montrer II
près I.1	Métonymie	près I.2
près I.1	Métaphore	près II.1
près I.1	Métaphore	près II.2
près I.1	Métaphore	près III
abandonner I.1	Extension	abandonner II.2
banc 1 III.1	Extension	banc 1 III.2
auprès de I	Métonymie	auprès de II
dormir I.1a	Métonymie	dormir I.1b
dormir I.1a	Métaphore	dormir II.1a
aboiement I	Métaphore	aboiements II
corde I	Métaphore	corde III.1
corde III.1	Métonymie	cordes III.2
corde I	Spécialisation	corde II
col I.1	Métaphore	col I.2
col I.1	Métaphore	col II
col I.1	Métaphore	col III
écharpe 1	Extension	écharpe 2
visite I	Métaphore	visite III.1b
lave-glace 1	Métonymie	lave-glace 2
décoration II.1	Métonymie	décoration II.2
sommeiller II.a	Extension	sommeiller II.b
dormir I.1a	Métaphore	dormir II.1b
dormir I.1a	Métaphore	dormir II.2b
dormir I.1a	Métaphore	dormir III
bras I.1a	Spécialisation	bras I.1b
bras I.1b	Extension	bras I.2
bras I.1a	Extension	bras I.3
aux pièces I	Extension	aux pièces II
dormir I.1a	Métaphore	dormir II.2c
se laver I	Métaphore	se laver II
poubelle I.1	Métaphore	poubelle II.1
poubelle I.1	Extension	poubelle I.2
poubelle I.1	Métaphore	poubelle II.2
poubelle I.2	Métonymie	poubelle III
poubelle I.1	Métaphore	poubelle IV
pioncer I.1a	Extension	pioncer I.2
pioncer I.1a	Métaphore	pioncer II
là-dessus I	Métaphore	là-dessus III
là-dessus I	Métaphore	là-dessus II
ailleurs 1	Extension	ailleurs 2
assombrir I	Métaphore	assombrir II
éloigné I	Métaphore	éloigné III.2
proche Adj I	Métaphore	proche Adj III.1a
proche Adj I	Métaphore	proche Adj III.1b
proche Adj I	Métaphore	proche Adj IV.2
commencer I.1	Métaphore	commencer III.1
finir I.1	Causation	finir II.1
boiteux Adj I	Métaphore	boiteux Adj II
cendre 1	Spécialisation	cendre 2
trio I	Extension	trio II
trimestriel a	Spécialisation	trimestriel b
se lever I.a	Métaphore	se lever IV.1a
se lever I.a	Métonymie	se lever II.1
se lever I.a	Métonymie	se lever II.2a
se lever I.a	Métonymie	se lever II.2b
se lever I.a	Métaphore	se lever IV.2
crinière I	Métaphore	crinière II
élever I	Métaphore	élever II
élever III.a	Extension	élever III.c
gel douche a	Métonymie	gel douche b
rayon I	Métaphore	rayon II.1
rayon II.1	Métaphore	rayon II.2
commencer I.1	Métonymie	commencer I.2a
commencer III.1	Extension	commencer III.2a
commencer III.2a	Métonymie	commencer III.3b
commencer I.1	Métaphore	commencer II.1
commencer III.2a	Extension	commencer III.2b
commencer III.2a	Métaphore	commencer IV
démarrer I.1	Causation	démarrer I.2
démarrer I.1	Métaphore	démarrer II.1
démarrer II.1	Causation	démarrer II.2
commencer I.2a	Conversion	commencer I.2b
lointain Adj I	Métaphore	lointain Adj IV.a
distant I	Métaphore	distant II.a
lointain Adj IV.a	Métonymie	lointain Adj IV.b
distant II.a	Extension	distant II.b
futur Adj I.1	Métonymie	futur Adj II
quelque part I.1	Métaphore	quelque part II
débuter I.1	Métonymie	débuter I.2
débuter I.1	Causation	débuter II.1
débuter II.1	Extension	débuter II.2
débuter II.1	Métaphore	débuter III
caravane I.2	Métonymie	caravane II
caravane I.1	Extension	caravane I.2
train 1 I	Métaphore	train 1 III.1
train 1 III.1	Métonymie	train 1 III.2
train 1 I	Métaphore	train 1 V.1
Œil pour œil, dent pour dent 1	Extension	Œil pour œil, dent pour dent 2
prochain Adj II.1	Métonymie	prochain Adj II.2a
prochain Adj II.1	Extension	prochain Adj II.2b
où 1a	Extension	où 1b
où 1a	Extension	où 2
train 1 V.1	Extension	train 1 V.2
arrivage I	Métonymie	arrivage II
arriver I.1	Métonymie	arriver I.2
arriver V.2a	Extension	arriver V.2b
arriver I.1	Métaphore	arriver I.3
arriver I.1	Métaphore	arriver II.1
arriver I.1	Métaphore	arriver V.1
arriver V.1	Extension	arriver V.2a
arriver I.1	Métaphore	arriver III.2
arriver I.1	Métaphore	arriver IV.1
arriver I.1	Métaphore	arriver IV.2
arrangement I	Métaphore	arrangement II
arranger I.a	Extension	arranger I.b
arranger I.a	Métaphore	arranger II
cravater I	Métaphore	cravater II
miroir I	Métaphore	miroir II
miroir I	Métaphore	miroir III
laurier I.1	Métonymie	laurier I.2
laurier I.1	Métaphore	lauriers II
toilette I.1a	Extension	toilette I.1b
toilette I.1a	Causation	toilette I.2
arrivée I.a	Métaphore	arrivée II.1
toilette I.2	Extension	toilette II.1
toilette II.1	Métaphore	toilette II.2
toilette I.1a	Métaphore	toilette III.2
toilette I.2	Métaphore	toilette IV
toilette III.3	Métaphore	toilette VI
arriver III.2	Extension	arriver III.3
toilette I.1a	Métaphore	toilettes III.1a
toilette I.2	Métaphore	toilette II.3
détacher 1 I.1	Extension	détacher 1 I.2
lutte I.1	Extension	lutte I.2
lutte I.1	Métaphore	lutte II
décoration I.1	Métonymie	décoration I.2
décoration I.1	Métaphore	décoration II.1
linge I.a	Métonymie	linge II
maman a	Extension	maman b
bébé 2a	Extension	bébé 2b
verre II.1a	Métonymie	verre II.1b
bouteille 2a	Métonymie	bouteille 2b
religieuse I	Métaphore	religieuse II
sœur I	Métaphore	sœur II
arriver I.1	Métaphore	arriver II.2
réussir I.1	Métonymie	réussir I.2
réussir I.1	Extension	réussir I.3
réussir I.1	Métaphore	réussir II
couvent I	Métonymie	couvent II
accro N, fém I	Métaphore	accro N, fém II
veau I.1	Métaphore	veau II
veau I.1	Métonymie	veau I.2
veau I.1	Métonymie	veau I.3
endormir a	Extension	endormir b
réveiller a	Métonymie	réveiller b
vêtement I.1	Métonymie	vêtements I.2
vêtement I.1	Métonymie	vêtement II
vêtement I.1	Métaphore	vêtement III.1
présentation I	Métonymie	présentation II
entraîner I.1	Métaphore	entraîner III
entraîner I.1	Extension	entraîner I.2
douché I	Métaphore	douché II
doucher I.1	Métaphore	doucher III
doucher I.1	Métaphore	doucher II
doucher I.1	Extension	doucher I.2
repasser I	Métaphore	repasser II
couverture I	Métaphore	couverture III
couverture I	Métaphore	couverture II.1
fluvial a	Métonymie	fluvial b
torse 1	Métonymie	torse 2
fluvialité I	Métaphore	fluvialité II
réservoir 1	Extension	réservoir 2
cours 2 I	Métaphore	cours 2 II.1
cours 2 I	Métonymie	cours 2 II.2
cours 2 I	Métaphore	cours 2 III
douche I	Métaphore	douche IV
trajet I	Métonymie	trajet II
douche I	Métaphore	douche III
douche I	Métonymie	douche II.1
douche I	Métonymie	douche II.2
parcours I	Métonymie	parcours II
parcours II	Métaphore	parcours III
début I.1	Métonymie	début I.2
début I.1	Métaphore	débuts II
ralentir I.1	Métaphore	ralentir IV
lever le pied I	Métaphore	lever le pied II
majestueux I	Métaphore	majestueux II
cils I.1a	Extension	cils I.1b
cils I.1a	Extension	cils I.2
cils I.1a	Métonymie	cil II
cils I.2	Métaphore	cils III
cheville I	Métaphore	cheville II.1
cheville II.1	Extension	cheville II.2
cheville II.1	Métaphore	cheville III
givre I.1	Spécialisation	givre I.2
givre I.1	Métaphore	givre II
là I.1a	Extension	là I.1b
voile N, masc I.1	Métaphore	voile N, masc II
de _N en _N 1	Intersection	de _N en _N 2
pauvre Adj I	Métaphore	pauvre Adj II
naître I	Métaphore	naître II
déborder I.2	Métaphore	déborder II.2
fleuve I	Métaphore	fleuve II.1
ronfler I	Métaphore	ronfler II
ronfler I	Métaphore	ronfler III
pioncer I.1a	Métonymie	pioncer I.1b
roupiller I	Métaphore	roupiller II.1
roupiller I	Métaphore	roupiller II.2
fleuve II.1	Extension	fleuve II.2
fleuve I	Métaphore	fleuve IV
appartenir I	Métaphore	appartenir III
s’endormir I	Métaphore	s’endormir II.2
Dis donc 1	Métonymie	Dis donc 2
quand même 1	Métonymie	quand même 2
s’endormir I	Métaphore	s’endormir III
mourir I	Métaphore	mourir II
mourir I	Métaphore	mourir III
disparaître I	Métaphore	disparaître II
disparaître I	Métaphore	disparaître III
tranquille I	Métaphore	tranquille II
tranquille II	Métonymie	tranquille IV
balai dans le cul 1	Extension	balai dans le cul 2
ôter I.1	Métaphore	ôter III
enlever I.1	Métaphore	enlever IV
volcan I	Métaphore	volcan II
volcan I	Métaphore	volcan III.2
volcan I	Métaphore	volcan III.1
arriver III.2	Métaphore	arriver III.1
arrivée I.a	Métaphore	arrivée II.2
véhiculer I	Métaphore	véhiculer II
acheminer I.1	Métonymie	acheminer I.2
acheminer I.1	Métaphore	acheminer II
s’éloigner I.1	Extension	s’éloigner I.2
s’éloigner I.1	Métaphore	s’éloigner II
éloigné I	Métaphore	éloigné II
éloigné I	Métaphore	éloigné III.1
entier Adj I	Métaphore	entier Adj II
balayeuse I	Codérivation	balayeuse II
rapidement I	Extension	rapidement II.2
poussière 1	Extension	poussière 2
vite 1	Métonymie	vite 2a
s’endormir I	Métaphore	s’endormir II.1
vite 2a	Métonymie	vite 2b
coude I	Métonymie	coude II
coude I	Métaphore	coude III.1
coude I	Métaphore	coude III.2
commencer III.1	Métonymie	commencer III.3a
saleté I.1	Métaphore	saleté II
saleté I.1	Métaphore	saleté III.1
saleté I.1	Métaphore	saleté III.2
saleté I.1	Métonymie	saleté I.2
saleté I.1	Métonymie	saleté I.3
manche N, masc I.1	Métaphore	manche N, masc II
météo N 1	Spécialisation	météo N 2a
météo N 2a	Extension	météo N 2b
balayette 1	Extension	balayette 2
balayer I.1a	Métaphore	balayer II.1
continent I.1	Métonymie	continent I.2
continent I.1	Métaphore	continent II
interminable I	Métaphore	interminable II
bouteille 1a	Métonymie	bouteille 1b
bouteille 1a	Spécialisation	bouteille 2a
bouteille 2a	Métonymie	bouteille 3
bouteille 1a	Extension	bouteille 4
d’abord 1	Métaphore	d’abord 2
âpre I	Métaphore	âpre II
consommer I	Métaphore	consommer II.1
consommer I	Métaphore	consommer III
picoler 1	Spécialisation	picoler 2a
verre I	Métonymie	verre II.1a
bandit I	Métaphore	bandit II.1
brouillard I	Métaphore	brouillard II
brouillard I	Métaphore	brouillard II
brouillard I	Métaphore	brouillard III
naissance I.1	Métonymie	naissance I.2
naissance I.1	Métaphore	naissance II
percussion II.1	Métonymie	percussions II.2
réception I	Métaphore	réception II
apprécier I.1	Métaphore	apprécier II
percussion I	Métaphore	percussion II.1
balai 1 I.1	Extension	balai 1 I.2
balai 1 I.1	Métaphore	balai 1 II.1
balai 1 I.1	Métaphore	balai 1 II.2
tasse I.a	Métonymie	tasse I.b
balayer I.1a	Métonymie	balayer I.1b
voyou N 1	Extension	voyou N 2
pouce N I.a	Extension	pouce N I.b
pouce N I.a	Extension	pouce N I.c
pouce N I.a	Métonymie	pouce N II
pouce N I.a	Métaphore	pouce N IV
trône I.1	Métaphore	trône II
cuvette I	Métaphore	cuvette III
hold-up I	Métaphore	hold-up II
transformation I	Métaphore	transformation II.1
allonger 2 I.2	Métaphore	allonger 2 II
allonger 2 I.1	Métaphore	allonger 2 III
